video_id,start_sec,end_sec,annotator_id,importance,domain,reason_tag,transcript_hint,needs_review,label_protocol
4q1dgn_C0AU,0.0,2.0,youtube_most_replayed_consensus,5,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,2.0,4.0,youtube_most_replayed_consensus,5,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,4.0,6.0,youtube_most_replayed_consensus,5,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,6.0,8.0,youtube_most_replayed_consensus,5,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,8.0,10.0,youtube_most_replayed_consensus,5,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,10.0,12.0,youtube_most_replayed_consensus,5,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,12.0,14.0,youtube_most_replayed_consensus,5,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,14.0,16.0,youtube_most_replayed_consensus,4,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,16.0,18.0,youtube_most_replayed_consensus,4,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,18.0,20.0,youtube_most_replayed_consensus,4,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,20.0,22.0,youtube_most_replayed_consensus,4,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,22.0,24.0,youtube_most_replayed_consensus,4,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,24.0,26.0,youtube_most_replayed_consensus,4,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,26.0,28.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,28.0,30.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,30.0,32.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,32.0,34.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,34.0,36.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,36.0,38.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,38.0,40.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,40.0,42.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,42.0,44.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,44.0,46.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,46.0,48.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,48.0,50.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,50.0,52.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,52.0,54.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,54.0,56.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,56.0,58.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,58.0,60.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,60.0,62.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,62.0,64.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,64.0,66.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,66.0,68.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,68.0,70.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,70.0,72.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,72.0,74.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,74.0,76.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,76.0,78.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,78.0,80.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,80.0,82.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,82.0,84.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,84.0,86.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,86.0,88.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,88.0,90.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,90.0,92.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,92.0,94.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,94.0,96.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,96.0,98.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,98.0,100.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,100.0,102.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,102.0,104.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,104.0,106.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,106.0,108.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,108.0,110.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,110.0,112.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,112.0,114.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,114.0,116.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,116.0,118.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,118.0,120.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,120.0,122.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,122.0,124.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,124.0,126.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,126.0,128.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,128.0,130.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,130.0,132.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,132.0,134.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,134.0,136.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,136.0,138.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,138.0,140.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,140.0,142.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,142.0,144.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,144.0,146.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,146.0,148.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,148.0,150.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,150.0,152.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,152.0,154.0,youtube_most_replayed_consensus,2,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,154.0,156.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,156.0,158.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,158.0,160.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,160.0,162.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,162.0,164.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,164.0,166.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,166.0,168.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,168.0,170.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,170.0,172.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,172.0,174.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,174.0,176.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,176.0,178.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,178.0,180.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,180.0,182.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,182.0,184.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,184.0,186.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,186.0,188.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,188.0,190.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,190.0,192.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,192.0,194.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,194.0,196.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,196.0,198.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,198.0,200.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,200.0,202.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,202.0,204.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,204.0,206.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,206.0,208.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,208.0,210.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,210.0,212.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,212.0,214.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
4q1dgn_C0AU,214.0,216.0,youtube_most_replayed_consensus,3,lecture,most_replayed_heatmap,Harvard: Dan Gilbert on The Science of Happiness,false,multimodal_tvsum_style
