video_id,start_sec,end_sec,annotator_id,importance,domain,reason_tag,transcript_hint,needs_review,label_protocol
-cRswJf8OnI,0.0,2.0,youtube_most_replayed_consensus,3,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,2.0,4.0,youtube_most_replayed_consensus,3,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,4.0,6.0,youtube_most_replayed_consensus,3,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,6.0,8.0,youtube_most_replayed_consensus,3,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,8.0,10.0,youtube_most_replayed_consensus,3,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,10.0,12.0,youtube_most_replayed_consensus,3,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,12.0,14.0,youtube_most_replayed_consensus,2,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,14.0,16.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,16.0,18.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,18.0,20.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,20.0,22.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,22.0,24.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,24.0,26.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,26.0,28.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,28.0,30.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,30.0,32.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,32.0,34.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,34.0,36.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,36.0,38.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,38.0,40.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,40.0,42.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,42.0,44.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,44.0,46.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,46.0,48.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,48.0,50.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,50.0,52.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,52.0,54.0,youtube_most_replayed_consensus,1,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,54.0,56.0,youtube_most_replayed_consensus,2,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,56.0,58.0,youtube_most_replayed_consensus,2,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,58.0,60.0,youtube_most_replayed_consensus,2,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,60.0,62.0,youtube_most_replayed_consensus,2,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,62.0,64.0,youtube_most_replayed_consensus,2,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,64.0,66.0,youtube_most_replayed_consensus,2,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,66.0,68.0,youtube_most_replayed_consensus,3,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,68.0,70.0,youtube_most_replayed_consensus,3,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,70.0,72.0,youtube_most_replayed_consensus,3,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,72.0,74.0,youtube_most_replayed_consensus,3,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,74.0,76.0,youtube_most_replayed_consensus,3,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,76.0,78.0,youtube_most_replayed_consensus,3,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,78.0,80.0,youtube_most_replayed_consensus,3,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
-cRswJf8OnI,80.0,82.0,youtube_most_replayed_consensus,3,podcast,most_replayed_heatmap,"Diary of a CEO: Mindset, Career & Wealth",false,multimodal_tvsum_style
